FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,47,Informatics Services,,586364,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,47,Informatics Services,iFathom Corporation Ottawa Ont,0,122157
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,47,Informatics Services,Bell Canada Montr̩al Que,0,212221
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,41,Legal Services,Justice Canada Ottawa Ont,0,754662
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,87,Interpretation and Translation Services,,325044,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,48,Management Consulting,Gerald Drouin Management Ottawa Ont,0,190720
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,48,Management Consulting,"Service payments under $100,000 (2 payees)",0,19200
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,48,Management Consulting,,209920,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,41,Legal Services,"Service payments under $100,000 (1 payee)",0,29267
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,41,Legal Services,,783929,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,89,Other Services,"Service payments under $100,000 (39 payees)",0,409755
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,89,Other Services,KPMG LLP Toronto Ont,0,110234
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,89,Other Services,,519989,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,46,Protection Services,Commissionaires Ottawa Ont,0,325661
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,46,Protection Services,"Service payments under $100,000 (10 payees)",0,160360
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,46,Protection Services,,486021,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,44,Training and Educational Services,,775737,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,86,Temporary Help Services,,51338,0
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,44,Training and Educational Services,ABCE Language School Inc Ottawa Ont,0,138310
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,44,Training and Educational Services,Canada School of Public Service Ottawa Ont,0,119582
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,44,Training and Educational Services,Service payments under $100 000 (199 payees),0,517845
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,86,Temporary Help Services,"Service payments under $100,000 (4 payees)",0,51338
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,82,Special Fees and Services,Services payments under $100 000 (110 payees),0,243512
2012/2013,7,Finance,139,Financial Transactions and Reports Analysis Centre of Canada,82,Special Fees and Services,,243512,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,40,Business Services,Public Works and Government Services Canada Gatineau Que,0,127153
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,40,Business Services,"Service payments under $100,000 (10 payees)",0,12490
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,40,Business Services,,139643,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,47,Informatics Services,"Service payments under $100,000 (3 payees)",0,23567
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,47,Informatics Services,Shared Services Canada Gatineau Que,0,419329
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,47,Informatics Services,,442896,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,87,Interpretation and Translation Services,"Service payments under $100,000 (3 payees)",0,84072
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,87,Interpretation and Translation Services,,84072,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,41,Legal Services,"Service payments under $100,000 (2 payees)",0,28988
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,41,Legal Services,,28988,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,48,Management Consulting,"Service payments under $100,000 (2 payees)",0,11163
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,48,Management Consulting,,11163,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,89,Other Services,Garfield M Toronto Ont,0,108240
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,89,Other Services,"Service payments under $100,000 (13 payees)",0,336953
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,89,Other Services,,445193,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,46,Protection Services,"Service payments under $100,000 (3 payees)",0,8388
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,46,Protection Services,,8388,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,82,Special Fees and Services,"Service payments under $100,000 (8 payees)",0,18767
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,82,Special Fees and Services,,18767,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,86,Temporary Help Services,"Service payments under $100,000 (1 payee)",0,2396
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,86,Temporary Help Services,,2396,0
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,44,Training and Educational Services,"Service payments under $100,000 (14 payees)",0,21154
2012/2013,15,Justice,140,Canadian Human Rights Tribunal,44,Training and Educational Services,,21154,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,40,Business Services,"Service payment under $100,000 (1 payee)",0,10
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,40,Business Services,Canadian Human Rights Commission Ottawa Ont,0,171132
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,40,Business Services,Office of the Superintendent of Financial Institutions Canada Ottawa Ont,0,369139
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,47,Informatics Services,Groupe Alithis Inc Qu̩bec Que,0,190750
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,40,Business Services,,540281,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,47,Informatics Services,Coradix Technology Consulting Ottawa Ont,0,216344
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,47,Informatics Services,"Service payments under $100,000 (8 payees)",0,130711
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,47,Informatics Services,TRM Technologies Inc Ottawa Ont,0,192332
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,47,Informatics Services,,730137,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,87,Interpretation and Translation Services,Public Works and Government Services Canada Ottawa Ont,0,126629
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,89,Other Services,"Service payments under $100,000 (117 payees)",0,915755
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,89,Other Services,Id̩eclic Inc Gatineau Que,0,143332
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,89,Other Services,Cossette Communication Inc Qu̩bec Que,0,317510
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,41,Legal Services,,216171,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,87,Interpretation and Translation Services,,126629,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,41,Legal Services,Justice Canada Ottawa Ont,0,216171
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,82,Special Fees and Services,,65706,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,86,Temporary Help Services,"Service payments under $100,000 (5 payees)",0,40089
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,86,Temporary Help Services,,40089,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,44,Training and Educational Services,"Service payments under $100,000 (22 payees)",0,88828
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,44,Training and Educational Services,,88828,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,89,Other Services,,1376597,0
2012/2013,7,Finance,141,Financial Consumer Agency of Canada,82,Special Fees and Services,"Service payments under $100,000 (44 payees)",0,65706
2012/2013,22,Transport,142,Office of Infrastructure of Canada,47,Informatics Services,CGI Group Inc Montr̩al Que,0,5323986
2012/2013,22,Transport,142,Office of Infrastructure of Canada,45,Health and Welfare Services,"Service payments under $100,000 (3 payees)",0,26891
2012/2013,22,Transport,142,Office of Infrastructure of Canada,47,Informatics Services,,4674236,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,40,Business Services,,694609,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,40,Business Services,Public Works and Government Services Canada Gatineau Que,0,644051
2012/2013,22,Transport,142,Office of Infrastructure of Canada,40,Business Services,"Service payments under $100,000 (10 payees)",0,50558
2012/2013,22,Transport,142,Office of Infrastructure of Canada,45,Health and Welfare Services,,26891,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,47,Informatics Services,IT Net Ottawa Ont,0,1619800
2012/2013,22,Transport,142,Office of Infrastructure of Canada,47,Informatics Services,Shared Services Canada Ottawa Ont,0,-2456433
2012/2013,22,Transport,142,Office of Infrastructure of Canada,86,Temporary Help Services,,657857,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,43,Scientific and Research Services,,110277,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,43,Scientific and Research Services,"Service payments under $100,000 (6 payees)",0,110277
2012/2013,22,Transport,142,Office of Infrastructure of Canada,82,Special Fees and Services,,57983,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,82,Special Fees and Services,"Service payments under $100,000 (42 payees)",0,57983
2012/2013,22,Transport,142,Office of Infrastructure of Canada,46,Protection Services,,131486,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,46,Protection Services,"Service payments under $100,000 (2 payees)",0,131486
2012/2013,22,Transport,142,Office of Infrastructure of Canada,86,Temporary Help Services,QMR Staffing Solutions Ottawa Ont,0,273591
2012/2013,22,Transport,142,Office of Infrastructure of Canada,86,Temporary Help Services,IT Net Ottawa Ont,0,129352
2012/2013,22,Transport,142,Office of Infrastructure of Canada,89,Other Services,"Service payments under $100,000 (1 payee)",0,675
2012/2013,22,Transport,142,Office of Infrastructure of Canada,89,Other Services,,675,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,44,Training and Educational Services,,638130,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,44,Training and Educational Services,"Service payments under $100,000 (111 payees)",0,638130
2012/2013,22,Transport,142,Office of Infrastructure of Canada,86,Temporary Help Services,3755479 Canada Inc Ottawa Ont,0,126210
2012/2013,22,Transport,142,Office of Infrastructure of Canada,86,Temporary Help Services,"Service payments under $100,000 (8 payees)",0,128704
2012/2013,22,Transport,142,Office of Infrastructure of Canada,48,Management Consulting,"Service payments under $100,000 (12 payees)",0,208822
2012/2013,22,Transport,142,Office of Infrastructure of Canada,41,Legal Services,"Service payments under $100,000 (1 payee)",0,40899
2012/2013,22,Transport,142,Office of Infrastructure of Canada,48,Management Consulting,,208822,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,41,Legal Services,Transport Canada Ottawa Ont,0,314483
2012/2013,22,Transport,142,Office of Infrastructure of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (1 payee)",0,6614
2012/2013,22,Transport,142,Office of Infrastructure of Canada,41,Legal Services,,355382,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,47,Informatics Services,"Service payments under $100,000 (4 payees)",0,186883
2012/2013,22,Transport,142,Office of Infrastructure of Canada,87,Interpretation and Translation Services,,347046,0
2012/2013,22,Transport,142,Office of Infrastructure of Canada,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,340432
2012/2013,15,Justice,144,Courts Administration Service,89,Other Services,"Service payments under $100,000 (61 payees)",0,503458
2012/2013,15,Justice,144,Courts Administration Service,82,Special Fees and Services,,99212,0
2012/2013,15,Justice,144,Courts Administration Service,82,Special Fees and Services,"Service payments under $100,000 (87 payees)",0,99212
2012/2013,15,Justice,144,Courts Administration Service,86,Temporary Help Services,,69583,0
2012/2013,15,Justice,144,Courts Administration Service,86,Temporary Help Services,"Service payments under $100,000 (5 payees)",0,69583
2012/2013,15,Justice,144,Courts Administration Service,87,Interpretation and Translation Services,,2730532,0
2012/2013,15,Justice,144,Courts Administration Service,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,2669085
2012/2013,15,Justice,144,Courts Administration Service,87,Interpretation and Translation Services,"Service payments under $100,000 (31 payees)",0,61447
2012/2013,15,Justice,144,Courts Administration Service,89,Other Services,,503458,0
2012/2013,15,Justice,144,Courts Administration Service,41,Legal Services,,142966,0
2012/2013,15,Justice,144,Courts Administration Service,41,Legal Services,"Service payments under $100,000 (7 payees)",0,142966
2012/2013,15,Justice,144,Courts Administration Service,44,Training and Educational Services,,90352,0
2012/2013,15,Justice,144,Courts Administration Service,44,Training and Educational Services,"Service payments under $100,000 (35 payees)",0,90352
2012/2013,15,Justice,144,Courts Administration Service,45,Health and Welfare Services,,2007,0
2012/2013,15,Justice,144,Courts Administration Service,45,Health and Welfare Services,"Service payments under $100,000 (4 payees)",0,2007
2012/2013,15,Justice,144,Courts Administration Service,46,Protection Services,,1843773,0
2012/2013,15,Justice,144,Courts Administration Service,46,Protection Services,Canadian Corps of Commissionaires Ottawa Ont,0,1824127
2012/2013,15,Justice,144,Courts Administration Service,46,Protection Services,"Service payments under $100,000 (7 payees)",0,19646
2012/2013,15,Justice,144,Courts Administration Service,47,Informatics Services,,715483,0
2012/2013,15,Justice,144,Courts Administration Service,47,Informatics Services,Coradix Technology Consulting Ltd Ottawa Ont,0,245824
2012/2013,15,Justice,144,Courts Administration Service,47,Informatics Services,Nattiq Ottawa Ont,0,168598
2012/2013,15,Justice,144,Courts Administration Service,47,Informatics Services,"Service payments under $100,000 (12 payees)",0,301061
2012/2013,15,Justice,144,Courts Administration Service,48,Management Consulting,,280332,0
2012/2013,15,Justice,144,Courts Administration Service,48,Management Consulting,Presidia Security Consulting Inc Ottawa Ont,0,107953
2012/2013,15,Justice,144,Courts Administration Service,48,Management Consulting,"Service payments under $100,000 (12 payees)",0,172379
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,"Service payments under $100,000 (86 payees)",0,559949
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,Royal Reporting Services Ltd Regina Sask,0,131914
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,HABL Transcribing Dundee NB,0,252746
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,Atchinson and Denman Toronto Ont,0,220326
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,,1766573,0
2012/2013,15,Justice,144,Courts Administration Service,40,Business Services,ASAP Reporting Services Ottawa Ont,0,601638
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,40,Business Services,"Service payments under $100,000 (70 payees)",0,423418
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,40,Business Services,,423418,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,42,Engineering and Architectural Services,"Service payments under $100,000 (2 payees)",0,32890
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,47,Informatics Services,Procom Consultants Group Ltd Ottawa Ont,0,230760
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,47,Informatics Services,"Service payments under $100,000?(36 payees)",0,679461
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,42,Engineering and Architectural Services,,32890,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,45,Health and Welfare Services,"Service payments under $100,000 (21 payees)",0,15181
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,45,Health and Welfare Services,,15181,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,47,Informatics Services,IT/NET Ottawa Inc Ottawa Ont,0,398385
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,82,Special Fees and Services,"Service payments under $100,000 (72 payees)",0,212224
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,82,Special Fees and Services,,212224,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,86,Temporary Help Services,"Service payments under $100,000 (12 payees)",0,175306
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,86,Temporary Help Services,,175306,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,44,Training and Educational Services,"Service payments under $100,000 (117 payees)",0,564084
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,44,Training and Educational Services,,564084,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,47,Informatics Services,,1308606,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,87,Interpretation and Translation Services,Public works and Government Services Canada Gatineau Que,0,344404
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (11 payees)",0,108833
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,87,Interpretation and Translation Services,,453237,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,41,Legal Services,Canadian Heritage Ottawa Ont,0,100446
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,41,Legal Services,Justice Canada Ottawa Ont,0,379295
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,41,Legal Services,,479741,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,48,Management Consulting,"Service payments under $100,000 (12 payees)",0,204882
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,48,Management Consulting,,204882,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,89,Other Services,Public works and Government Services Canada Gatineau Que,0,148209
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,89,Other Services,"Service payments under $100,000 (56 payees)",0,829827
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,89,Other Services,,978036,0
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,46,Protection Services,Canadian Corps of Commissionnaires Ottawa Ont,0,1162216
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,46,Protection Services,"Service payments under $100,000 (3 payees)",0,23068
2012/2013,4,Canadian Heritage,145,Library and Archives of Canada,46,Protection Services,,1185284,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,40,Business Services,,274341,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,47,Informatics Services,House of Commons Ottawa Ont,0,144291
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,82,Special Fees and Services,,14760,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,82,Special Fees and Services,"Service payments under $100,000 (14 payees)",0,14760
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,89,Other Services,,85505,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,40,Business Services,Library of Parliament Ottawa Ont,0,250000
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,40,Business Services,"Service payments under $100,000 (3 payees)",0,24341
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,44,Training and Educational Services,,33261,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,44,Training and Educational Services,"Service payments under $100,000 (17 payees)",0,33261
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,46,Protection Services,,49762,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,46,Protection Services,"Service payments under $100,000 (1 payee)",0,49762
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,47,Informatics Services,,144291,0
2012/2013,18,Parliament,147,Office of the Conflict of Interest and Ethics Commissioner,89,Other Services,"Service payments under $100,000 (10 payees)",0,85505
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,University of Alberta Edmonton Alta,0,180095
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,The Research Institute of the McGill University Health Centre Montr̩al Que,0,200000
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Statistics Canada Ottawa Ont,0,294382
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,"Minister of Finance, Energy, and Municipal Affairs Charlottetown PEI",0,183163
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Minister of Finance Healthy Child Manitoba Winnipeg Man,0,176155
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Minister of Finance Edmonton Alta,0,200000
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Manitoba Health Winnipeg Man,0,260881
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Minister of Finance Department of Health Fredericton NB,0,167081
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Ministry of Finance Victoria BC,0,223109
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Natural Sciences and Engineering Research Council Ottawa Ont,0,320205
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,"Service payments under $100,000 (120 payees)",0,2801835
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,RX Canada Missassauga Ont,0,406469
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Sanofi Pasteur Limited Toronto Ont,0,2700000
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Provincial Health Services Vancouver BC,0,139185
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Newfoundland and Labrador Centre for Health Information St John's NL,0,230232
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Nova Scotia Department of Health and Wellness Halifax NS,0,165250
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Alberta Health Services Edmonton Alta,0,249453
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,BC Children's Hospital Vancouver BC,0,160817
2012/2013,11,Health,148,Public Health Agency of Canada,46,Protection Services,Commissionaires Ottawa Ont,0,158374
2012/2013,11,Health,148,Public Health Agency of Canada,46,Protection Services,Commissionaires Winnipeg Man,0,193797
2012/2013,11,Health,148,Public Health Agency of Canada,46,Protection Services,"Service payments under $100,000 (22 payees)",0,50917
2012/2013,11,Health,148,Public Health Agency of Canada,46,Protection Services,,403088,0
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Rigolet Inuit Community Government Rigolet NL,0,203090
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,"Service payments under $100,000 (348 payees)",0,4087472
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Statistics Canada Ottawa Ont,0,932063
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,TDV Global Inc Ottawa Ont,0,437381
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Universit̩ de Montr̩al Montr̩al Que,0,156076
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,University of Guelph Guelph Ont,0,323605
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,University of Ottawa Ottawa Ont,0,349413
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,,31347117,0
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Environics Research Group Toronto Ont,0,143903
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Ertel M (Dr) Kelowna BC,0,106000
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Glaxo Smithkline Mississauga Ont,0,10200000
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Government of the Northwest Territories Yellowknife NWT,0,154601
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Hamilton Health Sciences Corporation Hamilton Ont,0,172075
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Health & Social Services of Nunavut Iqaluit Nunavut,0,264161
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Institut national de sant̩ publique du Qu̩bec Qu̩bec Que,0,391293
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Kingston General Hospital Kingston Ont,0,100255
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Canadian Paediatric Society Ottawa Ont,0,1342089
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Center for Effective Practice Toronto Ont,0,169153
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,CHU Sainte-Justine Montr̩al Que,0,165438
2012/2013,11,Health,148,Public Health Agency of Canada,43,Scientific and Research Services,Eileen P James Consulting Burnaby BC,0,110045
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Public Works and Government Services Canada Gatineau Que,0,768033
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Queen's University Kingston Ont,0,221128
2012/2013,11,Health,148,Public Health Agency of Canada,87,Interpretation and Translation Services,,3121966,0
2012/2013,11,Health,148,Public Health Agency of Canada,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,2530833
2012/2013,11,Health,148,Public Health Agency of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (36 payees)",0,161776
2012/2013,11,Health,148,Public Health Agency of Canada,44,Training and Educational Services,Health Canada Ottawa Ont,0,140777
2012/2013,11,Health,148,Public Health Agency of Canada,44,Training and Educational Services,"Service payments under $100,000 (422 payees)",0,1879725
2012/2013,11,Health,148,Public Health Agency of Canada,44,Training and Educational Services,,2847441,0
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Intersol Group Limited Ottawa Ont,0,177320
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Janeway Children's Health and Rehabilitation Center St John's NL,0,116936
2012/2013,11,Health,148,Public Health Agency of Canada,41,Legal Services,Health Canada Ottawa Ont,0,549969
2012/2013,11,Health,148,Public Health Agency of Canada,41,Legal Services,Justice Canada Ottawa Ont,0,1591843
2012/2013,11,Health,148,Public Health Agency of Canada,41,Legal Services,"Service payments under $100,000 (2 payees)",0,7619
2012/2013,11,Health,148,Public Health Agency of Canada,41,Legal Services,,2149431,0
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,6156487 Canada Inc Chealsea Que,0,169720
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Ade & Company Winnipeg Man,0,111828
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Agriculture and Agri-Food Canada Ottawa Ont,0,804100
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Canadian Paediatric Society Ottawa Ont,0,539781
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Excel Human Resources Ottawa Ont,0,120308
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Health Canada Ottawa Ont,0,1190061
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Minister of Finance Manitoba Winnipeg Man,0,140250
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,PRA Inc Winnipeg Man,0,364537
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,"Service payments under $100,000 (162 payees)",0,2139758
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,Statistics Canada Ottawa Ont,0,806536
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,TDV Global Inc Ottawa Ont,0,271250
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,University of Toronto Toronto Ont,0,136575
2012/2013,11,Health,148,Public Health Agency of Canada,48,Management Consulting,,6794704,0
2012/2013,11,Health,148,Public Health Agency of Canada,89,Other Services,Altis Human Resources Ottawa Ont,0,543181
