MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,AGRG_PYMT_AMT,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",310218,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",156705,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",343727,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",117767,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",530578,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",213115,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to First Nations institutions for the purpose of enhancing good governance,5865338,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to First Nations institutions for the purpose of enhancing good governance,4264058,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contributions to the Inuit Art Foundation for the purpose of assisting Inuit artists and artisans from the Northwest Territories, Nunavut, Northern Quebec and Labrador in the development of their professional skills and marketing of their art",114500,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to the National Aboriginal Achievement Foundation,817000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to support the Aboriginal Economic Development Strategic Partnerships Initiative,110210,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to support the Aboriginal Economic Development Strategic Partnerships Initiative,147000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to support the Aboriginal Economic Development Strategic Partnerships Initiative,250000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to support the Aboriginal Economic Development Strategic Partnerships Initiative,200000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contributions to support the Aboriginal Economic Development Strategic Partnerships Initiative,166667,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,129479,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,225905,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,247296,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,31777811,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,169570,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,131389,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",112734,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",963200,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",117000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",831944,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",102984,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",252849,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",150000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",131176,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",312289,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",100000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",316574,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",213036,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",100571,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",110000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",102930,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",187428,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",200000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",120443,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",137442,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",130000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",225941,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",120000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",550000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",500000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",918869,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",1080000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",2983750,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",200000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Contribution for promoting the safe use, development, conservation and protection of the North's natural resources",3069350,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act,27342771,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,6936251,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,2588803,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,11048718,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,3219697,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,2637550,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,1466053,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,3131634,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,20916662,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,6790890,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,1796472,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,642874,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,3192323,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,1066146,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,882855,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Grants to aboriginal organizations designated to receive claim settlement payments pursuant to comprehensive land claim settlement acts,3171380,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution for Inuit counselling in the South,80000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,108882,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,10673072,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,442459,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,2089659,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,7966593,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,601172,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,942753,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,405044,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,2688620,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,248689,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,2347314,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,245000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,311961,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,278170,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,Contribution to support access to healthy foods in isolated northern communities,286585,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Indian Annuities Treaty payments,375720,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Indian Annuities Treaty payments,234995,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Indian Annuities Treaty payments,490000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Indian Annuities Treaty payments,468675,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,(S) Indian Annuities Treaty payments,373848,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,150000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,614000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,525000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,364327,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1451334,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,188022,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,833608,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,206250,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,584960,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,924597,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,103402,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,970090,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,303750,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,282102,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,815441,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,157901,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,677578,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,4006615,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,545000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,150000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,264000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,395553,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,338153,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1323324,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,235719,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,3136580,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,4980517,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,254655,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,339300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,150000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,117003,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,195851,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,168300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Loan and Investment Program,24000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,3717641,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Loan and Investment Program,2000000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,7517960,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,361464,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1136964,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,670000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1776790,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,480273,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,268300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,146214,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,187734,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,2463312,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,745000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,789953,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,545000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,117301,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,213808,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,300000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,663228,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,865454,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,711618,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,151000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,2485368,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1118530,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,139028,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,158834,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,150000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,145084,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1293323,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,125647,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,625718,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,281236,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,227079,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,845438,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,3378500,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,150000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,181434,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,175174,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,373611,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,328926,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,322475,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,343941,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,322475,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,286845,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,325349,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,383398,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,316150,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,168300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,454560,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,400000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,414893,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,280755,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,835398,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,500000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,128588,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,224992,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,716196,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,993339,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,102435,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,840977,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,4061507,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,140500,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,212390,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,138443,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,168300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,1300000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,198574,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,123804,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,2783100,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Western Diversification Program,435110,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,308493,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,325966,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319543,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,309963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,334200,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,205212,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,656233,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,307001,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,349296,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,338033,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,189426,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,335793,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319069,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319931,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,321655,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319543,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319565,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,328499,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,324989,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,305955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,373611,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319543,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,322669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,369300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,297669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,345955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,295131,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,286796,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,320955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,307517,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,273482,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,300543,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,282141,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,305955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,320955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,283258,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,284306,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,309887,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,329939,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,285538,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,306572,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,284306,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,284306,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,330955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,273482,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,284306,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,305955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,316028,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,299299,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,282141,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,320955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,303790,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,292966,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,284306,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,295131,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319543,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,320792,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,305955,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,294963,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,321256,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,308493,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,200600,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,9907809,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,225300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,108410,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,192552,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,223495,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,101650,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,250000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,250000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,244671,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,166616,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,684411,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,148300,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,426845,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,250000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,100250,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,101334,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,250000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,250216,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Infrastructure Improvement Fund,238150,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Women's Enterprise Initiative,975000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Women's Enterprise Initiative,1055000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Women's Enterprise Initiative,1036271,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Women's Enterprise Initiative,975000,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,337669,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,337042,,
Western Economic Diversification,Western Economic Diversification,Contributions under the Community Futures Program,319543,,
